50700,4665896876(0:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(),5950830609(),5960925264(),5966089485(),6000618870(),6114773114(),6119300167(),6133390513(),6133391745(),6176114691(),6176858948(),6176871439(),6183975952(),6184860354(),6184995193(),6186120532(),6186409027(),6186409254(),6206862915(),6206866677(),6206868490(),6207115053(),6219557576(),6225099547(),6233284111(),6236788405(),6238340468(),6238835298(),6238835525(),6238836357(),6238837081(),6238837822(),6238838528(),6238839290(),6238840043(),6238841354(),6238842108(),6238842343(),6238843128(),6238843875(),6238844615(),6239416246(),6239580865(),6240256777(),6240926079(),6254115034(),
90900,4665896876(0:1;2:2;),192299653(2:2;),1836173247(2:2;),2437926070(2:1;),2902878525(2:3;),2902878580(2:20;),3244832720(3:2;),3996125377(3:2;),3998352223(3:2;),4028922835(3:10;),4476805516(3:5;),4665617026(3:4;),4665712499(3:8;),4665891113(3:1;4:5;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(4:4;),4765556460(4:6;),4811385025(4:2;),4857080139(4:2;),4857081234(4:3;),4857082814(4:2;),4861489847(4:1;),4962227484(5:1;),4974633892(5:1;),4974634423(5:1;),4974635509(5:1;),4974635914(5:2;),4974636262(5:1;),4974636615(5:1;),4974637317(5:1;),4974637670(5:1;),4974638024(5:2;),4974639465(5:1;),4974639809(5:1;),4974641217(5:1;),4974641577(5:2;),4974641942(6:1;),5022579678(6:1;),5310996749(6:2;),5351575862(6:1;),5402488769(1:1;6:12;7:8;),5456887674(7:2;),5456984290(7:3;),5494054149(7:1;),5544435560(7:3;),5567180387(1:1;8:1;),5576569593(8:1;),5633031188(8:4;),5664371117(8:4;14:1;),5844816811(8:2;),5889934721(8:4;),5912313637(1:1;8:1;9:1;),5921809619(9:2;),5950686756(9:1;),5950830609(9:1;),5960925264(9:1;),5966089485(2:1;9:2;),6000618870(9:1;),6114773114(2:1;9:8;10:2;),6119300167(10:2;),6133390513(10:3;),6133391745(10:2;),6176114691(10:2;),6176858948(10:6;11:9;),6176871439(11:8;12:8;),6183975952(12:1;),6184860354(12:2;),6184995193(12:1;),6186120532(12:5;),6186409027(13:1;),6186409254(13:2;),6206862915(13:3;),6206866677(13:1;),6206868490(13:1;),6207115053(13:1;),6219557576(13:2;),6225099547(13:8;14:14;),6233284111(14:3;),6236788405(14:2;),6238340468(0:20;13:2;14:14;15:1;),6238835298(1:1;),6238835525(1:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;),6239580865(1:1;),6240256777(1:1;),6240926079(1:1;),6254115034(1:1;2:1;),
91200,4665896876(0:2;1:3;3:1;),192299653(1:2;),1836173247(1:1;2:1;),2437926070(2:1;),2902878525(2:3;),2902878580(2:17;3:3;),3244832720(3:2;),3996125377(3:2;),3998352223(3:1;),4028922835(3:10;),4476805516(3:4;4:1;),4665617026(4:4;),4665712499(0:1;4:8;),4665891113(4:6;),4665892165(4:3;5:2;),4665897416(5:2;),4665897969(5:2;),4665903885(5:4;),4765556460(5:1;6:5;),4811385025(6:2;),4857080139(6:2;),4857081234(6:2;7:1;),4857082814(7:2;),4861489847(7:1;),4962227484(7:1;),4974633892(7:1;),4974634423(7:1;),4974635509(7:1;),4974635914(7:1;),4974636262(7:2;),4974636615(8:1;),4974637317(8:1;),4974637670(8:1;),4974638024(8:1;),4974639465(8:1;),4974639809(8:2;),4974641217(8:1;),4974641577(8:1;),4974641942(8:1;),5022579678(8:1;),5310996749(9:1;),5351575862(9:1;),5402488769(9:9;10:11;12:1;),5456887674(11:2;),5456984290(11:3;),5494054149(3:1;4:1;),5544435560(4:1;5:1;),5567180387(6:1;7:1;),5576569593(8:1;),5633031188(9:1;10:1;11:2;),5664371117(11:6;13:1;),5844816811(11:1;),5889934721(11:3;),5912313637(11:2;),5921809619(11:3;13:1;),5950686756(12:1;),5950830609(12:2;),5960925264(12:1;),5966089485(12:2;),6000618870(12:2;),6114773114(12:11;),6119300167(12:2;),6133390513(12:2;),6133391745(12:3;),6176114691(12:1;),6176858948(12:6;13:10;),6176871439(13:15;),6183975952(13:2;),6184860354(13:1;),6184995193(13:2;),6186120532(13:3;14:2;),6186409027(14:1;),6186409254(14:3;),6206862915(14:3;),6206866677(14:1;),6206868490(14:2;),6207115053(14:1;),6219557576(11:1;14:1;),6225099547(14:19;15:4;),6233284111(15:3;),6236788405(15:2;),6238340468(0:13;2:1;12:1;15:1;),6238835298(0:1;),6238835525(0:1;),6238836357(0:1;),6238837081(0:1;),6238837822(0:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;),6239580865(1:2;),6240256777(1:1;),6240926079(1:2;),6254115034(1:2;),
91500,4665896876(0:1;8:3;),192299653(8:1;),1836173247(8:1;),2437926070(8:1;),2902878525(8:4;),2902878580(9:16;10:4;),3244832720(10:2;),3996125377(10:2;),3998352223(10:2;),4028922835(10:6;11:4;),4476805516(11:5;),4665617026(11:4;),4665712499(11:3;12:4;),4665891113(12:7;),4665892165(12:5;),4665897416(13:2;),4665897969(13:2;),4665903885(13:4;),4765556460(0:6;),4811385025(0:2;),4857080139(0:2;),4857081234(0:3;),4857082814(0:2;),4861489847(0:1;),4962227484(0:1;),4974633892(0:1;),4974634423(0:1;),4974635509(0:1;),4974635914(1:1;),4974636262(1:1;),4974636615(1:2;),4974637317(1:1;),4974637670(1:1;),4974638024(1:1;),4974639465(1:1;),4974639809(1:1;),4974641217(1:1;),4974641577(1:2;),4974641942(1:1;),5022579678(1:1;),5310996749(1:1;),5351575862(1:1;),5402488769(1:4;2:13;3:4;4:2;),5456887674(3:2;),5456984290(3:3;),5494054149(3:1;),5544435560(3:3;),5567180387(4:1;7:1;),5576569593(4:1;),5633031188(4:4;),5664371117(2:1;3:1;4:4;),5844816811(4:1;),5889934721(4:2;5:1;),5912313637(2:1;5:2;),5921809619(5:3;),5950686756(6:1;),5950830609(6:1;),5960925264(6:1;),5966089485(3:1;4:1;),6000618870(5:1;6:1;),6114773114(1:2;5:1;6:1;7:3;8:3;9:1;),6119300167(10:1;11:1;),6133390513(12:1;13:2;),6133391745(13:2;),6176114691(13:1;),6176858948(13:12;14:4;),6176871439(14:15;),6183975952(14:2;),6184860354(14:1;),6184995193(14:2;),6186120532(14:5;),6186409027(14:1;),6186409254(14:2;),6206862915(14:1;15:3;),6206866677(15:1;),6206868490(15:1;),6207115053(15:1;),6219557576(8:2;),6225099547(15:22;),6233284111(15:3;),6236788405(15:1;),6238340468(6:3;7:1;15:1;16:9;),6238835298(16:1;),6238835525(16:1;),6238836357(16:1;),6238837081(16:1;),6238837822(16:1;),6238838528(16:1;),6238839290(16:1;),6238840043(16:1;),6238841354(16:1;),6238842108(16:1;),6238842343(16:1;),6238843128(16:1;),6238843875(16:1;),6238844615(16:1;),6239416246(16:1;),6239580865(7:1;16:1;),6240256777(16:1;),6240926079(16:1;),6254115034(7:2;),
91800,4665896876(0:3;),192299653(0:2;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(0:7;1:13;),3244832720(1:2;),3996125377(1:1;),3998352223(1:1;),4028922835(1:1;2:9;),4476805516(2:3;3:2;),4665617026(3:5;),4665712499(3:5;4:3;),4665891113(4:6;),4665892165(4:3;5:2;),4665897416(5:3;),4665897969(5:1;),4665903885(6:4;),4765556460(6:2;7:4;),4811385025(7:2;),4857080139(8:2;),4857081234(8:3;),4857082814(8:1;9:1;),4861489847(9:1;),4962227484(9:1;),4974633892(9:1;),4974634423(9:1;),4974635509(9:1;),4974635914(10:2;),4974636262(10:1;),4974636615(10:1;),4974637317(10:1;),4974637670(10:1;),4974638024(11:2;),4974639465(11:1;),4974639809(11:1;),4974641217(11:1;),4974641577(11:1;),4974641942(12:2;),5022579678(12:1;),5310996749(12:1;),5351575862(12:1;),5402488769(0:9;1:1;12:1;13:6;14:6;15:1;),5456887674(0:1;),5456984290(15:2;),5494054149(15:1;),5544435560(15:3;),5567180387(15:2;35:2;),5576569593(15:1;),5633031188(15:1;16:3;),5664371117(2:1;16:4;),5844816811(15:2;),5889934721(15:3;16:1;),5912313637(16:2;),5921809619(16:2;),5950686756(16:1;),5950830609(17:1;),5960925264(17:1;),5966089485(17:2;),6000618870(17:1;),6114773114(2:1;3:2;4:1;17:1;18:6;19:3;),6119300167(19:2;),6133390513(19:1;20:1;),6133391745(20:3;),6176114691(20:2;),6176858948(21:6;22:6;23:3;),6176871439(23:3;24:6;25:6;26:1;),6183975952(26:1;),6184860354(26:2;),6184995193(26:1;),6186120532(26:1;27:4;),6186409027(27:1;),6186409254(27:1;28:2;),6206862915(28:3;),6206866677(28:1;29:1;),6206868490(29:1;),6207115053(29:1;),6219557576(0:1;4:1;29:2;),6225099547(5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:3;16:3;17:3;18:3;),6233284111(19:2;),6236788405(19:1;),6238340468(1:1;20:3;21:3;22:2;29:1;30:6;31:5;35:2;),6238835298(31:1;),6238835525(32:2;),6238836357(32:1;),6238837081(32:1;),6238837822(32:1;),6238838528(32:1;),6238839290(33:1;),6238840043(33:1;),6238841354(33:1;),6238842108(33:1;),6238842343(33:1;),6238843128(33:1;),6238843875(34:1;),6238844615(34:1;),6239416246(34:1;),6239580865(34:1;),6240256777(34:2;),6240926079(35:1;),6254115034(35:2;),
92100,4665896876(0:3;5:1;),192299653(0:1;1:1;),1836173247(11:1;),2437926070(12:1;),2902878525(13:4;),2902878580(13:3;14:16;),3244832720(14:1;),3996125377(15:1;),3998352223(15:1;),4028922835(15:9;),4476805516(0:5;),4665617026(0:4;),4665712499(0:8;),4665891113(1:6;),4665892165(1:5;),4665897416(1:3;),4665897969(1:1;),4665903885(1:5;),4765556460(2:6;),4811385025(2:1;),4857080139(2:3;),4857081234(2:2;),4857082814(2:1;3:2;),4861489847(3:1;),4962227484(3:1;),4974633892(3:1;),4974634423(3:1;),4974635509(3:2;),4974635914(3:1;),4974636262(3:1;),4974636615(3:1;),4974637317(3:1;),4974637670(3:1;),4974638024(4:2;),4974639465(4:1;),4974639809(4:1;),4974641217(4:1;),4974641577(4:1;),4974641942(4:1;),5022579678(4:2;),5310996749(4:1;),5351575862(4:1;),5402488769(3:10;4:10;6:1;),5456887674(4:1;),5456984290(5:2;),5494054149(5:2;7:1;),5544435560(5:3;),5567180387(10:4;),5576569593(11:2;),5633031188(11:4;),5664371117(2:1;11:1;12:3;),5844816811(12:1;),5889934721(12:3;),5912313637(2:1;3:1;),5921809619(4:1;5:1;),5950686756(6:1;),5950830609(7:1;),5960925264(8:1;),5966089485(9:1;13:2;),6000618870(13:1;),6114773114(4:1;5:5;8:1;9:1;13:1;15:4;),6119300167(15:2;),6133390513(15:2;),6133391745(16:3;),6176114691(16:1;),6176858948(16:16;),6176871439(16:13;17:2;),6183975952(17:2;),6184860354(17:1;),6184995193(17:2;),6186120532(17:5;),6186409027(17:1;),6186409254(17:2;),6206862915(17:4;),6206866677(17:1;),6206868490(17:1;),6207115053(17:1;),6219557576(17:2;),6225099547(17:9;18:13;),6233284111(18:3;),6236788405(18:1;),6238340468(5:1;6:6;7:2;13:1;15:2;18:3;),6238835298(7:1;),6238835525(7:1;),6238836357(7:1;),6238837081(7:1;),6238837822(8:1;),6238838528(8:1;),6238839290(8:1;),6238840043(8:1;),6238841354(8:1;),6238842108(8:1;),6238842343(9:1;),6238843128(9:1;),6238843875(9:1;),6238844615(9:1;),6239416246(9:1;),6239580865(9:1;10:1;),6240256777(10:1;),6240926079(10:1;),6254115034(13:2;),
92400,4665896876(0:3;),192299653(0:2;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(0:9;1:11;),3244832720(1:2;),3996125377(1:1;),3998352223(1:1;),4028922835(1:5;2:5;),4476805516(2:5;),4665617026(2:3;3:1;),4665712499(3:8;),4665891113(3:4;4:2;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(4:2;5:2;),4765556460(5:4;6:2;),4811385025(6:2;),4857080139(6:2;),4857081234(7:3;),4857082814(7:2;),4861489847(7:1;),4962227484(8:1;),4974633892(8:1;),4974634423(8:1;),4974635509(8:1;),4974635914(8:2;),4974636262(9:1;),4974636615(9:1;),4974637317(9:1;),4974637670(9:2;),4974638024(9:1;),4974639465(10:1;),4974639809(10:1;),4974641217(10:1;),4974641577(10:2;),4974641942(10:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(7:10;8:4;11:3;12:4;),5456887674(8:2;),5456984290(8:3;),5494054149(5:1;8:1;),5544435560(9:3;),5567180387(9:1;),5576569593(9:1;),5633031188(9:4;),5664371117(0:1;9:1;10:2;),5844816811(1:1;),5889934721(2:1;3:1;4:1;5:1;),5912313637(2:1;6:1;),5921809619(3:1;4:1;),5950686756(5:1;),5950830609(6:1;),5960925264(7:1;),5966089485(8:1;9:1;),6000618870(6:1;),6114773114(7:1;8:1;9:1;10:3;11:3;12:3;),6119300167(13:2;),6133390513(13:1;14:2;),6133391745(14:1;15:1;),6176114691(15:2;),6176858948(16:3;17:3;18:9;),6176871439(18:5;19:11;),6183975952(19:1;),6184860354(19:2;),6184995193(19:1;),6186120532(19:5;),6186409027(19:1;),6186409254(19:3;),6206862915(19:3;),6206866677(19:2;),6206868490(19:1;),6207115053(19:1;),6219557576(0:1;1:1;),6225099547(19:2;20:20;),6233284111(20:2;),6236788405(20:1;),6238340468(12:2;13:6;14:6;15:2;),6238835298(15:1;),6238835525(15:1;),6238836357(15:1;),6238837081(15:1;),6238837822(16:1;),6238838528(16:1;),6238839290(16:1;),6238840043(16:1;),6238841354(16:1;),6238842108(16:1;),6238842343(17:1;),6238843128(17:1;),6238843875(17:1;),6238844615(17:1;),6239416246(17:1;),6239580865(17:1;),6240256777(18:1;),6240926079(18:1;),6254115034(18:2;),
92700,4665896876(1:1;4:1;),192299653(4:2;),1836173247(4:1;),2437926070(4:1;),2902878525(4:4;),2902878580(4:19;),3244832720(4:2;),3996125377(4:2;),3998352223(4:1;),4028922835(4:6;5:3;),4476805516(5:5;),4665617026(5:4;),4665712499(5:8;),4665891113(5:6;),4665892165(5:6;),4665897416(5:1;6:2;),4665897969(6:2;),4665903885(6:4;),4765556460(6:7;),4811385025(6:1;),4857080139(6:3;),4857081234(6:2;),4857082814(6:3;),4861489847(6:1;),4962227484(6:1;),4974633892(6:1;),4974634423(6:2;),4974635509(6:1;),4974635914(6:1;),4974636262(6:1;),4974636615(6:1;7:1;),4974637317(7:1;),4974637670(7:1;),4974638024(7:1;),4974639465(7:1;),4974639809(7:1;),4974641217(7:2;),4974641577(7:1;),4974641942(7:1;),5022579678(7:1;),5310996749(7:1;),5351575862(7:1;),5402488769(0:9;1:7;7:4;),5456887674(1:2;),5456984290(8:3;),5494054149(7:2;),5544435560(7:2;),5567180387(0:1;),5576569593(0:1;),5633031188(0:4;),5664371117(1:2;2:1;3:1;5:1;),5844816811(5:1;),5889934721(6:2;7:1;),5912313637(0:1;1:1;7:1;),5921809619(1:3;),5950686756(1:1;),5950830609(1:1;),5960925264(),5966089485(1:3;),6000618870(0:1;1:2;),6114773114(1:10;),6119300167(1:1;),6133390513(1:3;),6133391745(1:2;),6176114691(1:2;),6176858948(1:4;2:11;),6176871439(2:16;),6183975952(3:1;),6184860354(3:2;),6184995193(3:1;),6186120532(3:5;),6186409027(3:1;),6186409254(3:3;),6206862915(3:3;),6206866677(3:2;),6206868490(3:1;),6207115053(3:1;),6219557576(0:1;3:1;4:1;),6225099547(7:12;8:10;),6233284111(8:2;),6236788405(8:1;),6238340468(0:5;8:2;),6238835298(0:1;),6238835525(0:1;),6238836357(0:1;),6238837081(3:1;),6238837822(3:1;),6238838528(3:1;),6238839290(3:1;),6238840043(3:1;),6238841354(3:1;4:1;),6238842108(4:1;),6238842343(4:1;),6238843128(4:1;),6238843875(4:1;),6238844615(4:1;),6239416246(4:1;),6239580865(4:1;),6240256777(4:2;),6240926079(4:1;),6254115034(1:2;),
93000,4665896876(0:2;1:1;4:2;),192299653(4:2;),1836173247(4:2;),2437926070(4:1;),2902878525(4:3;),2902878580(4:20;),3244832720(4:2;),3996125377(4:1;),3998352223(4:1;),4028922835(4:10;),4476805516(4:5;),4665617026(4:4;),4665712499(4:8;),4665891113(4:6;),4665892165(4:1;5:4;),4665897416(5:2;),4665897969(5:2;),4665903885(5:4;),4765556460(5:6;),4811385025(5:2;),4857080139(5:2;),4857081234(5:3;),4857082814(5:2;),4861489847(5:1;),4962227484(5:1;),4974633892(5:1;),4974634423(5:1;),4974635509(5:1;),4974635914(5:2;),4974636262(5:1;),4974636615(5:1;),4974637317(5:1;),4974637670(5:2;),4974638024(5:1;),4974639465(5:1;),4974639809(5:1;),4974641217(5:2;),4974641577(5:1;),4974641942(5:1;),5022579678(5:1;),5310996749(5:1;),5351575862(5:1;),5402488769(3:4;5:16;),5456887674(5:2;),5456984290(5:3;),5494054149(5:2;),5544435560(5:2;),5567180387(2:2;5:1;),5576569593(5:1;),5633031188(5:4;),5664371117(5:6;),5844816811(5:1;),5889934721(5:3;),5912313637(5:2;),5921809619(5:3;),5950686756(5:1;),5950830609(5:1;),5960925264(),5966089485(2:2;),6000618870(2:2;),6114773114(0:1;2:2;3:7;),6119300167(3:1;),6133390513(3:3;),6133391745(3:2;),6176114691(3:1;),6176858948(3:16;),6176871439(3:15;),6183975952(3:1;),6184860354(3:1;),6184995193(3:2;),6186120532(3:4;4:1;),6186409027(4:1;),6186409254(4:2;),6206862915(4:4;),6206866677(4:1;),6206868490(4:1;),6207115053(4:1;),6219557576(2:1;3:1;4:2;),6225099547(2:1;3:5;4:17;),6233284111(4:2;),6236788405(4:1;),6238340468(0:19;1:7;4:1;),6238835298(1:1;),6238835525(1:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(2:1;),6239416246(2:1;),6239580865(2:2;),6240256777(2:1;),6240926079(2:1;),6254115034(2:2;),
93300,4665896876(2:1;3:1;4:1;),192299653(1:1;11:1;),1836173247(7:1;),2437926070(8:1;),2902878525(9:1;11:2;),2902878580(11:7;12:13;),3244832720(13:1;),3996125377(13:1;),3998352223(13:1;),4028922835(13:10;),4476805516(14:5;),4665617026(14:4;),4665712499(14:4;15:4;),4665891113(15:6;),4665892165(15:3;16:2;),4665897416(0:3;),4665897969(0:1;),4665903885(0:4;7:1;),4765556460(0:1;2:1;3:4;),4811385025(3:2;),4857080139(3:2;),4857081234(3:1;4:2;),4857082814(4:3;),4861489847(4:1;),4962227484(4:1;),4974633892(4:1;),4974634423(4:1;),4974635509(4:2;),4974635914(4:1;),4974636262(4:1;),4974636615(5:1;),4974637317(5:2;),4974637670(5:1;),4974638024(5:1;),4974639465(5:1;),4974639809(6:1;),4974641217(6:2;),4974641577(6:1;),4974641942(6:1;),5022579678(6:1;),5310996749(7:1;),5351575862(7:1;),5402488769(0:9;5:4;6:4;10:3;),5456887674(10:2;),5456984290(10:3;),5494054149(10:1;11:1;),5544435560(11:2;),5567180387(0:1;10:1;),5576569593(10:1;),5633031188(8:1;9:1;12:1;13:1;),5664371117(2:1;3:1;14:1;15:1;),5844816811(4:1;),5889934721(5:1;6:1;7:1;),5912313637(8:1;9:1;),5921809619(12:1;13:1;14:1;),5950686756(15:1;),5950830609(16:1;),5960925264(16:1;),5966089485(16:1;17:2;),6000618870(16:1;18:1;),6114773114(10:1;16:2;17:8;),6119300167(17:2;),6133390513(17:2;),6133391745(17:3;),6176114691(17:2;),6176858948(17:15;),6176871439(17:1;18:15;),6183975952(0:1;),6184860354(1:2;),6184995193(1:1;),6186120532(1:5;),6186409027(1:1;),6186409254(1:1;2:2;),6206862915(2:3;),6206866677(2:1;),6206868490(3:1;),6207115053(3:1;),6219557576(5:1;6:1;),6225099547(18:18;19:4;),6233284111(19:3;),6236788405(19:1;),6238340468(7:4;8:5;19:3;),6238835298(8:1;),6238835525(9:1;),6238836357(9:1;),6238837081(9:1;),6238837822(9:2;),6238838528(9:1;),6238839290(10:1;),6238840043(10:1;),6238841354(10:1;),6238842108(10:1;),6238842343(16:1;),6238843128(16:1;),6238843875(16:1;),6238844615(16:1;),6239416246(16:1;),6239580865(16:1;),6240256777(16:2;),6240926079(16:1;),6254115034(11:2;),
93600,4665896876(0:2;1:2;4:1;),192299653(5:2;),1836173247(6:1;),2437926070(6:1;),2902878525(7:3;),2902878580(7:13;8:7;),3244832720(8:1;),3996125377(8:1;),3998352223(8:1;),4028922835(8:10;),4476805516(8:5;),4665617026(8:4;),4665712499(8:4;9:4;),4665891113(9:6;),4665892165(9:5;),4665897416(9:3;),4665897969(9:1;),4665903885(9:4;),4765556460(9:6;),4811385025(9:2;),4857080139(9:2;10:1;),4857081234(10:2;),4857082814(10:3;),4861489847(10:1;),4962227484(10:1;),4974633892(10:1;),4974634423(10:1;),4974635509(10:1;),4974635914(10:2;),4974636262(10:1;),4974636615(10:1;),4974637317(10:1;),4974637670(10:1;),4974638024(10:2;),4974639465(10:1;),4974639809(10:1;),4974641217(10:1;),4974641577(10:2;),4974641942(10:1;),5022579678(10:1;),5310996749(10:1;),5351575862(10:1;),5402488769(4:9;5:9;6:3;10:1;),5456887674(6:2;),5456984290(6:3;),5494054149(6:1;),5544435560(10:3;),5567180387(4:3;),5576569593(4:1;),5633031188(4:3;5:1;),5664371117(5:4;),5844816811(5:2;),5889934721(6:4;),5912313637(2:1;3:1;6:1;),5921809619(2:1;7:1;),5950686756(3:1;),5950830609(7:1;),5960925264(7:1;),5966089485(7:2;),6000618870(7:1;),6114773114(2:2;10:1;11:9;),6119300167(11:2;),6133390513(11:2;),6133391745(11:3;),6176114691(11:1;),6176858948(11:16;),6176871439(12:15;),6183975952(0:1;),6184860354(0:2;),6184995193(0:1;12:1;),6186120532(0:5;),6186409027(0:1;),6186409254(1:3;),6206862915(1:3;),6206866677(1:1;),6206868490(1:1;),6207115053(1:1;),6219557576(1:1;7:2;),6225099547(12:17;13:6;),6233284111(13:2;),6236788405(13:1;),6238340468(2:11;13:1;),6238835298(3:1;),6238835525(3:1;),6238836357(3:1;),6238837081(3:2;),6238837822(3:1;),6238838528(3:1;),6238839290(3:1;),6238840043(3:1;),6238841354(3:1;),6238842108(3:1;),6238842343(3:1;),6238843128(3:1;),6238843875(4:1;),6238844615(4:1;),6239416246(4:1;),6239580865(4:1;),6240256777(4:2;),6240926079(4:1;),6254115034(6:2;),
93900,4665896876(1:1;3:1;4:1;),192299653(4:1;),1836173247(4:1;),2437926070(4:1;),2902878525(4:4;),2902878580(4:19;),3244832720(4:2;),3996125377(4:2;),3998352223(4:2;),4028922835(4:10;),4476805516(4:5;),4665617026(5:4;),4665712499(5:7;),4665891113(5:7;),4665892165(5:5;),4665897416(5:2;),4665897969(5:2;),4665903885(5:4;),4765556460(5:2;6:5;),4811385025(6:2;),4857080139(6:2;),4857081234(6:3;),4857082814(6:2;),4861489847(6:1;),4962227484(6:2;),4974633892(6:1;),4974634423(6:1;),4974635509(6:1;),4974635914(6:1;),4974636262(6:2;),4974636615(6:1;),4974637317(6:1;),4974637670(6:1;),4974638024(6:2;),4974639465(6:1;),4974639809(6:1;),4974641217(6:1;),4974641577(6:2;),4974641942(7:1;),5022579678(7:1;),5310996749(7:2;),5351575862(7:1;),5402488769(7:20;),5456887674(7:2;),5456984290(7:2;),5494054149(0:1;),5544435560(7:3;),5567180387(1:1;),5576569593(1:1;),5633031188(1:2;2:2;),5664371117(2:4;),5844816811(2:2;),5889934721(2:4;),5912313637(1:1;2:1;),5921809619(3:2;),5950686756(3:1;),5950830609(3:1;),5960925264(3:1;),5966089485(3:2;),6000618870(3:1;),6114773114(0:1;7:1;8:8;),6119300167(8:2;),6133390513(8:2;),6133391745(8:3;),6176114691(0:1;5:1;),6176858948(5:1;6:2;7:2;8:10;),6176871439(8:16;),6183975952(8:1;),6184860354(8:2;),6184995193(8:1;),6186120532(8:2;9:3;),6186409027(9:1;),6186409254(9:3;),6206862915(9:3;),6206866677(9:1;),6206868490(9:1;),6207115053(9:1;),6219557576(3:2;),6225099547(2:1;3:17;4:5;),6233284111(4:2;),6236788405(4:1;),6238340468(0:17;8:3;),6238835298(0:1;),6238835525(0:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;),6239580865(1:1;),6240256777(1:1;),6240926079(1:1;),6254115034(2:2;),
94200,4665896876(1:2;),192299653(1:1;),1836173247(1:1;),2437926070(1:1;),2902878525(1:4;),2902878580(1:4;2:15;),3244832720(2:2;),3996125377(2:2;),3998352223(2:1;),4028922835(2:7;3:2;),4476805516(3:5;),4665617026(3:4;),4665712499(3:8;),4665891113(3:6;),4665892165(3:2;4:4;),4665897416(4:3;),4665897969(4:2;),4665903885(4:4;),4765556460(4:7;),4811385025(4:1;),4857080139(4:3;),4857081234(4:2;),4857082814(4:1;5:2;),4861489847(1:1;),4962227484(1:1;),4974633892(1:1;),4974634423(1:2;),4974635509(1:1;),4974635914(1:1;),4974636262(1:1;),4974636615(1:1;),4974637317(2:1;),4974637670(2:2;),4974638024(2:1;),4974639465(2:1;),4974639809(2:1;),4974641217(2:1;),4974641577(2:2;),4974641942(2:1;),5022579678(3:1;),5310996749(3:2;),5351575862(3:1;),5402488769(3:6;4:10;5:4;),5456887674(5:2;),5456984290(5:2;),5494054149(0:1;5:1;),5544435560(5:1;6:2;),5567180387(6:1;),5576569593(6:1;),5633031188(0:1;5:1;6:2;),5664371117(6:4;),5844816811(6:2;),5889934721(6:4;),5912313637(5:1;6:1;),5921809619(5:2;),5950686756(5:1;),5950830609(5:1;),5960925264(5:1;),5966089485(5:2;),6000618870(6:1;),6114773114(6:12;),6119300167(6:2;),6133390513(6:2;),6133391745(6:3;),6176114691(7:2;),6176858948(7:15;),6176871439(7:16;),6183975952(8:1;),6184860354(8:2;),6184995193(8:1;),6186120532(8:5;),6186409027(8:1;),6186409254(8:3;),6206862915(8:3;),6206866677(8:1;),6206868490(8:1;),6207115053(8:1;),6219557576(5:2;),6225099547(5:1;8:14;9:7;),6233284111(9:3;),6236788405(6:1;7:1;),6238340468(0:14;9:1;),6238835298(0:1;),6238835525(0:1;),6238836357(0:1;),6238837081(0:1;),6238837822(0:1;),6238838528(0:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;9:1;),6239580865(1:1;),6240256777(1:1;),6240926079(1:1;),6254115034(1:2;),
