50700,4665896876(0:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(),5950830609(),5960925264(),5966089485(),6000618870(),6114773114(),6119300167(),6133390513(),6133391745(),6176114691(),6176858948(),6176871439(),6183975952(),6184860354(),6184995193(),6186120532(),6186409027(),6186409254(),6206862915(),6206866677(),6206868490(),6207115053(),6219557576(),6225099547(),6233284111(),6236788405(),6238340468(),6238835298(),6238835525(),6238836357(),6238837081(),6238837822(),6238838528(),6238839290(),6238840043(),6238841354(),6238842108(),6238842343(),6238843128(),6238843875(),6238844615(),6239416246(),6239580865(),6240256777(),6240926079(),6254115034(),
94500,4665896876(2:1;4:1;),192299653(4:1;),1836173247(4:1;),2437926070(4:2;),2902878525(4:4;),2902878580(4:19;),3244832720(4:2;),3996125377(4:2;),3998352223(4:1;),4028922835(4:9;),4476805516(4:5;),4665617026(4:4;),4665712499(4:2;5:5;),4665891113(5:7;),4665892165(5:5;),4665897416(5:3;),4665897969(5:2;),4665903885(5:4;),4765556460(5:7;),4811385025(5:2;),4857080139(5:3;),4857081234(5:2;),4857082814(5:3;),4861489847(5:1;),4962227484(5:1;),4974633892(6:2;),4974634423(6:1;),4974635509(6:1;),4974635914(6:1;),4974636262(6:2;),4974636615(6:1;),4974637317(6:1;),4974637670(6:1;),4974638024(6:1;),4974639465(6:1;),4974639809(6:2;),4974641217(6:1;),4974641577(6:1;),4974641942(6:1;),5022579678(6:1;),5310996749(6:1;),5351575862(6:1;),5402488769(0:1;1:9;2:2;3:7;6:3;),5456887674(4:1;),5456984290(4:2;),5494054149(0:1;4:1;),5544435560(3:2;),5567180387(1:1;),5576569593(1:1;),5633031188(2:4;),5664371117(6:4;),5844816811(6:1;),5889934721(6:3;),5912313637(3:2;6:2;),5921809619(6:3;),5950686756(6:1;),5950830609(6:2;),5960925264(6:1;),5966089485(1:1;6:2;),6000618870(6:1;),6114773114(0:1;3:12;6:1;),6119300167(3:2;),6133390513(3:2;),6133391745(3:3;),6176114691(3:1;),6176858948(3:16;),6176871439(3:13;4:2;),6183975952(4:2;),6184860354(4:1;),6184995193(4:2;),6186120532(4:5;),6186409027(4:1;),6186409254(4:2;),6206862915(4:4;),6206866677(4:1;),6206868490(4:1;),6207115053(4:1;),6219557576(2:2;),6225099547(2:18;3:4;),6233284111(4:3;),6236788405(4:2;),6238340468(0:18;4:1;),6238835298(0:1;),6238835525(1:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;),6239580865(1:1;),6240256777(1:2;),6240926079(1:1;),6254115034(3:2;),
94800,4665896876(11:1;12:1;),192299653(12:2;),1836173247(12:1;),2437926070(12:1;),2902878525(12:2;13:2;),2902878580(13:5;14:7;15:7;),3244832720(16:2;),3996125377(16:2;),3998352223(16:1;),4028922835(16:2;17:7;),4476805516(18:5;),4665617026(18:2;19:2;),4665712499(19:5;20:3;),4665891113(20:4;21:2;),4665892165(21:5;22:1;),4665897416(22:3;),4665897969(22:2;),4665903885(22:1;23:3;),4765556460(23:4;24:3;),4811385025(24:1;),4857080139(24:3;),4857081234(25:2;),4857082814(25:3;),4861489847(25:1;),4962227484(25:1;),4974633892(26:1;),4974634423(26:2;),4974635509(26:1;),4974635914(26:1;),4974636262(26:1;),4974636615(26:1;),4974637317(27:2;),4974637670(27:1;),4974638024(27:1;),4974639465(27:1;),4974639809(27:1;),4974641217(27:1;28:1;),4974641577(28:1;),4974641942(28:1;),5022579678(28:1;),5310996749(28:1;),5351575862(28:1;),5402488769(0:1;1:1;11:9;12:7;28:1;29:1;),5456887674(12:2;),5456984290(13:3;),5494054149(2:1;13:1;),5544435560(5:1;6:1;),5567180387(29:1;),5576569593(29:1;),5633031188(29:4;),5664371117(30:4;),5844816811(30:1;),5889934721(30:2;31:1;),5912313637(31:2;),5921809619(7:1;8:1;),5950686756(8:1;),5950830609(9:1;),5960925264(9:1;),5966089485(5:1;10:2;),6000618870(22:1;),6114773114(2:1;3:2;5:1;6:1;7:1;8:3;9:2;),6119300167(0:1;),6133390513(0:3;),6133391745(0:2;),6176114691(0:2;),6176858948(0:9;1:6;),6176871439(1:11;2:5;),6183975952(2:1;),6184860354(2:2;),6184995193(2:1;),6186120532(2:2;3:3;),6186409027(3:1;),6186409254(3:3;),6206862915(3:3;),6206866677(3:1;4:1;),6206868490(4:1;),6207115053(4:1;),6219557576(6:1;7:1;),6225099547(9:1;10:3;11:4;12:2;13:2;14:2;15:2;16:2;17:2;18:2;),6233284111(19:2;20:1;),6236788405(20:1;),6238340468(4:10;5:6;6:6;7:6;8:5;21:2;22:1;),6238835298(8:1;),6238835525(9:1;),6238836357(9:1;),6238837081(9:1;),6238837822(9:1;),6238838528(9:1;),6238839290(9:1;),6238840043(10:1;),6238841354(10:1;),6238842108(10:1;),6238842343(10:1;),6238843128(10:1;),6238843875(10:1;),6238844615(11:1;),6239416246(11:1;),6239580865(11:1;),6240256777(11:1;),6240926079(11:1;),6254115034(31:2;),
95100,4665896876(0:2;),192299653(0:1;),1836173247(1:1;),2437926070(1:1;),2902878525(2:3;3:1;),2902878580(3:2;4:3;5:3;6:3;7:3;8:3;9:2;),3244832720(9:1;10:1;),3996125377(10:2;),3998352223(11:2;),4028922835(11:1;12:3;13:3;14:3;),4476805516(15:3;16:2;),4665617026(16:1;17:3;),4665712499(18:3;19:3;20:1;),4665891113(20:2;21:3;22:2;),4665892165(22:1;23:3;24:1;),4665897416(24:2;25:1;),4665897969(25:2;),4665903885(26:3;27:1;),4765556460(27:2;28:3;29:2;),4811385025(29:1;30:1;),4857080139(30:2;31:1;),4857081234(31:2;),4857082814(32:3;),4861489847(33:1;),4962227484(33:1;),4974633892(33:1;),4974634423(34:2;),4974635509(34:1;),4974635914(35:1;),4974636262(35:1;),4974636615(35:1;),4974637317(36:1;),4974637670(36:2;),4974638024(37:1;),4974639465(37:1;),4974639809(37:1;),4974641217(38:2;),4974641577(38:1;),4974641942(39:1;),5022579678(39:1;),5310996749(39:1;),5351575862(40:1;),5402488769(0:4;1:10;2:2;40:2;41:3;),5456887674(2:2;),5456984290(2:3;),5494054149(2:1;5:1;),5544435560(1:1;45:1;46:1;),5567180387(49:4;),5576569593(49:1;),5633031188(50:4;),5664371117(47:1;48:3;50:1;),5844816811(49:2;),5889934721(50:4;),5912313637(1:1;45:1;51:1;),5921809619(46:1;51:1;),5950686756(51:1;),5950830609(51:1;),5960925264(51:1;),5966089485(47:1;48:1;51:4;),6000618870(51:1;),6114773114(6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;),6119300167(0:1;19:1;),6133390513(0:2;),6133391745(0:2;1:1;),6176114691(1:1;),6176858948(1:3;2:3;3:3;4:3;5:1;6:1;7:1;8:1;),6176871439(9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;),6183975952(24:1;25:1;),6184860354(26:1;),6184995193(27:1;28:1;),6186120532(29:1;30:1;31:1;32:1;33:1;),6186409027(34:1;),6186409254(35:1;36:1;37:1;),6206862915(38:1;39:1;40:1;41:1;),6206866677(42:1;),6206868490(43:1;),6207115053(44:1;),6219557576(0:1;51:1;),6225099547(20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;30:1;31:1;32:1;33:1;34:1;35:1;36:1;37:1;38:1;39:1;40:1;41:1;42:1;),6233284111(43:1;44:1;),6236788405(45:1;),6238340468(42:3;43:3;44:3;45:6;46:1;47:1;),6238835298(46:1;),6238835525(46:1;),6238836357(46:2;),6238837081(46:1;),6238837822(46:1;),6238838528(47:1;),6238839290(47:1;),6238840043(47:1;),6238841354(47:1;),6238842108(47:1;),6238842343(47:1;),6238843128(48:1;),6238843875(48:1;),6238844615(48:1;),6239416246(48:1;),6239580865(48:1;),6240256777(48:1;49:1;),6240926079(49:1;),6254115034(50:2;),
95400,4665896876(4:4;),192299653(4:2;),1836173247(5:1;),2437926070(5:1;),2902878525(5:4;),2902878580(5:19;),3244832720(5:1;),3996125377(5:1;),3998352223(5:1;),4028922835(5:5;6:4;),4476805516(6:5;),4665617026(6:4;),4665712499(6:8;),4665891113(6:6;),4665892165(6:5;),4665897416(6:1;7:2;),4665897969(7:1;),4665903885(7:4;),4765556460(7:6;),4811385025(7:2;),4857080139(7:2;),4857081234(7:3;),4857082814(0:1;7:2;),4861489847(7:1;),4962227484(7:1;),4974633892(7:2;),4974634423(7:1;),4974635509(7:1;),4974635914(7:1;),4974636262(7:1;),4974636615(7:1;),4974637317(7:2;),4974637670(8:1;),4974638024(8:1;),4974639465(8:1;),4974639809(8:1;),4974641217(8:2;),4974641577(8:1;),4974641942(8:1;),5022579678(8:1;),5310996749(8:1;),5351575862(8:1;),5402488769(3:1;4:3;5:5;8:5;10:8;),5456887674(10:2;),5456984290(10:3;),5494054149(10:2;),5544435560(10:2;),5567180387(3:3;10:1;),5576569593(10:1;),5633031188(10:4;),5664371117(2:1;6:1;10:2;),5844816811(6:1;),5889934721(7:2;8:1;),5912313637(2:1;3:1;),5921809619(8:1;9:3;),5950686756(9:1;),5950830609(9:1;),5960925264(9:1;),5966089485(3:1;9:2;),6000618870(9:1;),6114773114(1:1;8:11;9:1;),6119300167(8:2;),6133390513(8:2;),6133391745(8:2;9:1;),6176114691(9:1;),6176858948(4:5;9:11;),6176871439(4:15;),6183975952(0:1;),6184860354(0:2;),6184995193(0:1;),6186120532(0:5;),6186409027(0:1;),6186409254(1:3;),6206862915(9:3;),6206866677(9:2;),6206868490(9:1;),6207115053(9:1;),6219557576(3:1;9:2;),6225099547(3:9;4:13;),6233284111(9:3;),6236788405(9:1;),6238340468(1:11;3:1;5:1;9:2;),6238835298(1:1;),6238835525(1:1;),6238836357(2:1;),6238837081(2:1;),6238837822(2:1;),6238838528(2:1;),6238839290(2:1;),6238840043(2:1;),6238841354(2:1;),6238842108(2:1;),6238842343(2:1;),6238843128(2:1;),6238843875(2:1;),6238844615(2:1;),6239416246(2:1;),6239580865(3:1;9:1;),6240256777(3:1;),6240926079(3:1;),6254115034(3:2;),
95700,4665896876(0:1;1:1;8:1;13:1;14:1;),192299653(9:2;),1836173247(9:1;),2437926070(9:1;),2902878525(9:3;),2902878580(9:3;10:17;),3244832720(11:1;),3996125377(11:1;),3998352223(11:1;),4028922835(11:10;),4476805516(11:4;12:1;),4665617026(12:4;),4665712499(12:8;),4665891113(12:4;13:2;),4665892165(13:5;),4665897416(13:3;),4665897969(13:1;),4665903885(13:4;),4765556460(0:7;),4811385025(0:2;),4857080139(0:2;15:1;16:1;),4857081234(0:3;),4857082814(0:2;),4861489847(0:1;),4962227484(0:2;),4974633892(0:1;),4974634423(1:2;),4974635509(1:1;),4974635914(1:1;),4974636262(1:1;),4974636615(1:1;),4974637317(1:2;),4974637670(1:1;),4974638024(1:1;),4974639465(1:1;),4974639809(1:1;),4974641217(1:2;),4974641577(1:1;),4974641942(1:1;),5022579678(1:1;),5310996749(1:1;),5351575862(1:1;),5402488769(1:1;2:13;3:5;5:3;),5456887674(5:2;),5456984290(5:3;),5494054149(16:2;),5544435560(2:1;3:1;4:1;),5567180387(5:1;16:1;),5576569593(16:1;),5633031188(16:4;),5664371117(16:4;),5844816811(5:1;),5889934721(3:4;),5912313637(2:1;3:1;4:1;),5921809619(6:1;16:4;),5950686756(16:1;),5950830609(16:1;),5960925264(16:1;),5966089485(6:3;),6000618870(3:1;),6114773114(3:3;4:1;5:1;16:8;),6119300167(16:2;),6133390513(6:1;7:1;),6133391745(9:1;13:2;),6176114691(14:1;),6176858948(14:15;),6176871439(14:6;15:9;),6183975952(15:1;),6184860354(15:1;),6184995193(4:1;15:2;),6186120532(15:5;),6186409027(15:1;),6186409254(15:2;),6206862915(15:1;16:2;),6206866677(16:1;),6206868490(16:1;),6207115053(16:1;),6219557576(6:2;),6225099547(7:7;8:13;9:2;16:1;),6233284111(9:2;),6236788405(9:1;),6238340468(4:7;16:2;),6238835298(4:1;),6238835525(4:1;),6238836357(4:1;),6238837081(4:1;),6238837822(5:1;),6238838528(5:1;),6238839290(5:1;),6238840043(6:1;),6238841354(6:1;),6238842108(6:1;),6238842343(6:1;),6238843128(6:1;),6238843875(6:1;),6238844615(6:1;),6239416246(7:1;),6239580865(7:2;),6240256777(7:1;),6240926079(7:2;),6254115034(5:2;),
96000,4665896876(0:1;2:2;),192299653(2:2;),1836173247(2:1;),2437926070(2:1;),2902878525(2:3;3:1;),2902878580(3:12;4:7;),3244832720(4:2;),3996125377(4:2;),3998352223(4:2;),4028922835(5:6;6:4;),4476805516(6:2;7:3;),4665617026(7:3;8:1;),4665712499(8:5;9:3;),4665891113(9:3;10:3;),4665892165(10:3;11:2;),4665897416(11:3;),4665897969(11:1;12:1;),4665903885(0:1;12:4;),4765556460(12:1;13:5;),4811385025(13:1;14:1;),4857080139(14:4;),4857081234(5:1;14:1;15:2;),4857082814(6:1;15:2;),4861489847(15:1;),4962227484(15:1;),4974633892(16:1;),4974634423(16:2;),4974635509(16:1;),4974635914(16:1;),4974636262(16:1;),4974636615(17:2;),4974637317(17:1;),4974637670(17:1;),4974638024(17:1;),4974639465(17:1;),4974639809(18:2;),4974641217(18:1;),4974641577(18:1;),4974641942(18:1;),5022579678(18:1;),5310996749(19:1;),5351575862(18:1;),5402488769(0:2;19:2;21:11;22:8;),5456887674(22:2;),5456984290(22:3;),5494054149(23:1;),5544435560(23:3;),5567180387(0:1;7:1;20:1;23:2;),5576569593(23:1;),5633031188(2:1;23:2;),5664371117(1:1;3:1;4:1;5:1;6:1;),5844816811(7:1;),5889934721(8:1;9:1;10:1;),5912313637(8:1;11:1;12:1;19:1;),5921809619(13:1;14:1;19:1;),5950686756(15:1;),5950830609(16:1;),5960925264(17:1;),5966089485(23:2;),6000618870(23:2;),6114773114(9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;19:2;21:2;22:1;24:2;),6119300167(23:1;24:1;),6133390513(25:1;26:1;27:1;),6133391745(28:2;),6176114691(28:1;),6176858948(28:15;),6176871439(1:1;18:1;19:1;28:11;),6183975952(0:1;),6184860354(0:2;),6184995193(0:1;),6186120532(0:4;1:1;),6186409027(1:1;),6186409254(1:3;),6206862915(1:3;),6206866677(1:2;),6206868490(2:1;),6207115053(2:1;),6219557576(20:1;24:2;),6225099547(20:1;24:9;25:13;27:2;28:2;29:2;),6233284111(26:3;),6236788405(26:1;),6238340468(20:2;26:2;),6238835298(26:1;),6238835525(26:1;),6238836357(26:1;),6238837081(26:1;),6238837822(26:1;),6238838528(26:1;),6238839290(26:1;),6238840043(27:1;),6238841354(27:1;),6238842108(27:1;),6238842343(27:1;),6238843128(27:1;),6238843875(27:1;),6238844615(27:1;),6239416246(27:1;),6239580865(20:1;27:1;),6240256777(27:1;),6240926079(27:1;),6254115034(20:1;21:1;),
96300,4665896876(0:3;6:1;),192299653(0:2;),1836173247(0:2;),2437926070(0:1;),2902878525(0:4;),2902878580(0:8;1:12;),3244832720(1:2;),3996125377(1:2;),3998352223(1:2;),4028922835(1:2;2:8;),4476805516(2:5;),4665617026(3:4;),4665712499(3:8;),4665891113(3:1;4:5;),4665892165(4:5;),4665897416(4:3;),4665897969(5:1;),4665903885(5:5;),4765556460(6:6;),4811385025(7:2;),4857080139(7:4;8:1;),4857081234(8:4;),4857082814(8:1;9:2;),4861489847(9:1;),4962227484(9:2;),4974633892(9:1;),4974634423(10:1;),4974635509(10:2;),4974635914(10:1;),4974636262(10:1;),4974636615(10:1;),4974637317(11:1;),4974637670(11:2;),4974638024(11:1;),4974639465(11:1;),4974639809(11:1;),4974641217(12:1;),4974641577(12:2;),4974641942(12:1;),5022579678(12:1;),5310996749(12:1;),5351575862(13:1;),5402488769(0:10;1:7;13:5;),5456887674(1:2;),5456984290(1:1;2:2;),5494054149(2:1;),5544435560(2:3;),5567180387(2:1;18:1;),5576569593(2:1;),5633031188(2:2;3:1;),5664371117(3:3;14:1;),5844816811(3:2;),5889934721(3:4;),5912313637(4:2;),5921809619(4:2;),5950686756(4:1;),5950830609(4:1;),5960925264(4:1;),5966089485(2:1;4:1;),6000618870(3:1;),6114773114(4:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;19:1;),6119300167(20:2;),6133390513(20:3;),6133391745(20:2;),6176114691(20:2;),6176858948(0:1;1:1;5:1;6:2;7:2;8:2;9:2;20:2;21:2;),6176871439(10:2;11:2;12:2;13:2;14:2;15:2;16:2;),6183975952(17:1;),6184860354(17:1;),6184995193(18:2;),6186120532(18:4;19:1;),6186409027(19:1;),6186409254(19:2;),6206862915(19:3;),6206866677(19:1;),6206868490(19:1;),6207115053(19:1;),6219557576(19:2;),6225099547(5:1;14:2;19:10;20:12;),6233284111(20:2;),6236788405(20:1;),6238340468(14:3;15:2;),6238835298(15:1;),6238835525(15:1;),6238836357(15:1;),6238837081(15:1;),6238837822(16:1;),6238838528(16:1;),6238839290(16:1;),6238840043(16:1;),6238841354(16:1;),6238842108(16:1;),6238842343(17:1;),6238843128(17:1;),6238843875(17:1;),6238844615(17:1;),6239416246(17:1;),6239580865(17:1;),6240256777(18:1;),6240926079(18:1;),6254115034(18:2;),
96600,4665896876(2:1;3:1;4:1;31:1;),192299653(4:1;),1836173247(4:1;),2437926070(4:2;),2902878525(4:4;),2902878580(4:4;5:6;6:6;7:3;),3244832720(7:2;),3996125377(7:1;8:1;),3998352223(8:1;),4028922835(8:4;9:5;),4476805516(9:1;10:4;),4665617026(10:2;11:2;),4665712499(11:4;12:4;),4665891113(12:2;13:4;),4665892165(13:2;14:3;),4665897416(14:3;),4665897969(15:1;),4665903885(15:4;),4765556460(0:6;),4811385025(0:1;1:1;),4857080139(1:1;15:1;16:1;),4857081234(16:2;),4857082814(16:3;),4861489847(17:1;),4962227484(17:1;),4974633892(17:2;),4974634423(17:1;),4974635509(17:1;),4974635914(18:1;),4974636262(18:2;),4974636615(18:1;),4974637317(18:1;),4974637670(18:1;),4974638024(19:2;),4974639465(19:1;),4974639809(19:1;),4974641217(19:1;),4974641577(19:1;20:1;),4974641942(20:1;),5022579678(20:1;),5310996749(20:1;),5351575862(20:1;),5402488769(20:1;21:6;22:6;23:6;24:1;),5456887674(24:2;),5456984290(24:2;),5494054149(34:1;),5544435560(0:1;1:1;2:1;),5567180387(31:3;),5576569593(31:1;),5633031188(31:1;32:3;),5664371117(3:1;32:3;),5844816811(5:1;6:1;),5889934721(7:1;8:1;9:1;10:1;),5912313637(2:1;3:1;11:1;),5921809619(4:1;12:1;),5950686756(13:1;14:1;),5950830609(15:1;),5960925264(16:1;),5966089485(17:1;18:1;),6000618870(19:1;),6114773114(24:1;25:6;26:1;34:3;),6119300167(34:2;),6133390513(0:3;),6133391745(1:1;12:1;),6176114691(13:1;14:1;),6176858948(15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;),6176871439(30:1;32:1;33:1;34:13;),6183975952(1:1;),6184860354(1:1;),6184995193(1:2;),6186120532(1:4;2:1;),6186409027(2:1;),6186409254(2:2;),6206862915(2:2;3:1;),6206866677(3:2;),6206868490(3:1;),6207115053(3:1;),6219557576(3:1;20:1;),6225099547(21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;30:1;32:2;33:10;),6233284111(33:3;),6236788405(34:2;),6238340468(26:5;27:4;),6238835298(27:1;),6238835525(27:1;28:1;),6238836357(28:1;),6238837081(28:1;),6238837822(28:1;),6238838528(28:1;),6238839290(28:1;),6238840043(29:1;),6238841354(29:1;),6238842108(29:1;),6238842343(29:1;),6238843128(29:1;),6238843875(29:1;),6238844615(30:1;),6239416246(30:1;),6239580865(30:1;34:1;),6240256777(30:2;),6240926079(30:1;),6254115034(31:2;),
96900,4665896876(2:1;3:2;),192299653(17:1;),1836173247(3:1;),2437926070(3:1;),2902878525(3:4;),2902878580(3:3;4:13;5:3;),3244832720(5:2;),3996125377(5:1;6:1;),3998352223(6:2;),4028922835(6:3;7:6;8:1;),4476805516(8:5;),4665617026(9:4;),4665712499(9:2;10:5;),4665891113(10:1;11:6;),4665892165(12:5;),4665897416(12:1;13:2;),4665897969(13:2;),4665903885(13:2;14:2;18:1;),4765556460(14:4;15:3;),4811385025(15:1;),4857080139(15:2;16:1;),4857081234(16:2;),4857082814(16:3;),4861489847(17:1;),4962227484(17:1;),4974633892(17:2;),4974634423(17:1;),4974635509(17:1;),4974635914(18:1;),4974636262(18:2;),4974636615(18:1;),4974637317(18:1;),4974637670(18:1;),4974638024(19:1;),4974639465(19:2;),4974639809(19:1;),4974641217(19:1;),4974641577(19:1;),4974641942(20:2;),5022579678(20:2;),5310996749(20:1;),5351575862(20:1;),5402488769(21:6;22:6;23:6;24:2;),5456887674(24:2;),5456984290(24:2;),5494054149(25:2;),5544435560(25:2;),5567180387(0:1;31:3;),5576569593(31:1;),5633031188(19:1;20:1;21:1;22:1;),5664371117(22:1;23:3;),5844816811(24:1;),5889934721(24:2;25:2;),5912313637(0:1;2:1;3:1;25:1;),5921809619(4:1;5:1;6:1;25:1;),5950686756(7:1;),5950830609(8:1;9:1;),5960925264(10:1;),5966089485(11:1;12:1;26:1;),6000618870(13:1;),6114773114(25:1;26:8;27:1;),6119300167(27:2;),6133390513(27:1;28:2;),6133391745(28:1;29:1;),6176114691(29:2;),6176858948(1:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;30:3;31:4;),6176871439(12:1;13:1;14:1;15:1;16:1;17:2;18:2;19:2;20:2;21:2;22:1;),6183975952(0:1;),6184860354(0:2;),6184995193(0:1;),6186120532(0:5;),6186409027(1:1;),6186409254(1:2;),6206862915(1:3;),6206866677(1:2;),6206868490(1:1;),6207115053(1:1;),6219557576(2:1;14:1;),6225099547(31:7;32:15;),6233284111(32:2;),6236788405(32:1;),6238340468(27:5;28:4;31:1;32:2;),6238835298(28:1;),6238835525(28:1;),6238836357(29:1;),6238837081(29:1;),6238837822(29:1;),6238838528(29:1;),6238839290(29:1;),6238840043(29:1;),6238841354(30:1;),6238842108(30:1;),6238842343(30:1;),6238843128(30:1;),6238843875(30:1;),6238844615(30:1;),6239416246(2:2;),6239580865(2:1;),6240256777(2:2;),6240926079(3:1;),6254115034(15:1;16:1;),
97200,4665896876(2:1;21:3;),192299653(2:2;),1836173247(21:2;),2437926070(21:1;),2902878525(21:3;),2902878580(21:8;22:12;),3244832720(22:2;),3996125377(22:1;),3998352223(22:1;),4028922835(22:10;),4476805516(22:5;),4665617026(22:2;23:2;),4665712499(2:2;23:7;),4665891113(23:7;),4665892165(23:5;),4665897416(23:2;),4665897969(23:2;),4665903885(23:4;),4765556460(3:7;),4811385025(3:1;),4857080139(3:3;),4857081234(3:2;),4857082814(4:3;),4861489847(4:1;),4962227484(4:1;),4974633892(4:1;),4974634423(4:1;),4974635509(4:1;),4974635914(4:1;),4974636262(4:2;),4974636615(4:1;),4974637317(4:1;),4974637670(5:1;),4974638024(5:1;),4974639465(5:2;),4974639809(5:1;),4974641217(5:1;),4974641577(6:1;),4974641942(6:2;),5022579678(6:1;),5310996749(6:1;),5351575862(6:1;),5402488769(7:6;8:6;9:6;10:3;),5456887674(10:1;),5456984290(10:2;),5494054149(11:1;23:2;),5544435560(23:2;),5567180387(17:1;18:3;),5576569593(18:1;),5633031188(18:3;19:1;),5664371117(0:1;1:1;2:1;3:1;4:1;),5844816811(11:2;),5889934721(11:3;12:1;),5912313637(2:1;3:1;),5921809619(17:1;19:1;21:1;),5950686756(22:1;),5950830609(0:2;),5960925264(0:1;),5966089485(0:2;),6000618870(12:1;),6114773114(12:2;24:10;),6119300167(24:2;),6133390513(0:1;1:1;24:1;),6133391745(5:1;6:1;),6176114691(7:1;8:1;),6176858948(9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;20:6;),6176871439(20:5;21:11;),6183975952(0:1;),6184860354(0:2;),6184995193(0:1;),6186120532(0:1;1:4;),6186409027(1:1;),6186409254(1:3;),6206862915(1:2;2:1;),6206866677(2:1;),6206868490(2:1;),6207115053(2:1;),6219557576(4:1;5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:8;20:2;),6233284111(20:3;),6236788405(20:2;),6238340468(12:2;13:6;14:5;24:1;),6238835298(14:1;),6238835525(15:1;),6238836357(15:1;),6238837081(15:1;),6238837822(15:1;),6238838528(15:1;),6238839290(15:1;),6238840043(16:1;),6238841354(16:1;),6238842108(16:1;),6238842343(16:1;),6238843128(16:1;),6238843875(16:1;),6238844615(17:1;),6239416246(17:1;),6239580865(17:1;),6240256777(17:1;),6240926079(17:1;),6254115034(19:2;),
